Course ID,Required Course
CMET 2175,ETGR 2101
CMET 2175,CMET 2221
CMET 3123,CMET 2105
CMET 3123,CMET 2105L
CMET 3123,CMET 2221
CMET 3124,CMET 3123
CMET 3126,CMET 3123
CMET 3150,CMET 3123
CMET 4125,CMET 3123
CMET 4125,CMET 3150
CMET 4125,CMET 3224
CMET 4126,CMET 3126
CMET 4129L,CMET 3123
CMET 4130,CMET 3123
CMET 4130,ETCE 3131
CMET 4135,CMET 3123
CMET 4135,CMET 3126
CMET 4135,CMET 3224
CMET 4228,CMET 3224
CMET 4290,ETCE 3163
CMET 4401,CMET 3123
CMET 4401,CMET 3150
CMET 4401,CMET 3224
CJUS 2320,CJUS 1511
CJUS 2340,CJUS 1511
CJUS 2350,CJUS 1511
CJUS 2360,CJUS 1511
CJUS 2361,CJUS 1511
CJUS 2370,CJUS 1511
CJUS 2380,CJUS 1511
CJUS 3000,CJUS 1511
CJUS 3320,CJUS 1511
CJUS 3320,CJUS 2320
CJUS 3321,CJUS 1511
CJUS 3321,CJUS 2320
CJUS 3323,CJUS 1511
CJUS 3323,CJUS 2320
CJUS 3340,CJUS 1511
CJUS 3341,CJUS 1511
CJUS 3351,CJUS 1511
CJUS 3351,CJUS 2350
CJUS 3352,CJUS 1511
CJUS 3352,CJUS 2350
CJUS 3353,CJUS 1511
CJUS 3353,CJUS 2350
CJUS 3354,CJUS 1511
CJUS 3360,CJUS 1511
CJUS 3361,CJUS 1511
CJUS 3361,CJUS 3360
CJUS 3363,CJUS 1511
CJUS 3364,CJUS 1511
CJUS 3365,CJUS 1511
CJUS 3366,CJUS 1511
CJUS 3367,CJUS 1511
CJUS 3380,CJUS 1511
CJUS 3380,CJUS 2380
CJUS 3382,CJUS 1511
CJUS 3382,CJUS 2380
CJUS 3800,CJUS 1511
CJUS 4000,CJUS 1511
CJUS 4320,CJUS 1511
CJUS 4350,CJUS 1511
CJUS 4351,CJUS 1511
CJUS 4352,CJUS 1511
CJUS 4360,CJUS 1511
CJUS 4361,CJUS 1511
CJUS 4363,CJUS 1511
CJUS 4365,CJUS 1511
CJUS 4370,CJUS 1511
CJUS 4371,CJUS 1511
CJUS 4372,CJUS 1511
CJUS 4373,CJUS 1511
CJUS 4374,CJUS 1511
CJUS 4375,CJUS 1511
CJUS 4376,CJUS 1511
CJUS 4377,CJUS 1511
CJUS 4378,CJUS 1511
CJUS 4379,CJUS 1511
CJUS 4400,CJUS 1511
CJUS 4400,CJUS 2340
CJUS 4400,CJUS 2370
CJUS 4700,CJUS 1511
CJUS 4701,CJUS 1511
CJUS 4701,CJUS 4700
DANC 1210,DANC 1209
DANC 1213,DANC 1212
DANC 1215,DANC 1214
DANC 1218,DANC 1217
DANC 2016,DANC 1280
DANC 2209,DANC 1210
DANC 2210,DANC 2209
DANC 2216,DANC 1210
DANC 2216,DANC 1217
DANC 2216,DANC 1280
DANC 2217,DANC 1218
DANC 2218,DANC 2217
DANC 2228,DANC 1210
DANC 2228,DANC 1217
DANC 2228,DANC 1280
DANC 3100,DANC 2209
DANC 3131,DANC 2130
DANC 3201,DANC 3201
DANC 3201,DANC 3202
DANC 3202,DANC 3201
DANC 3202,DANC 3201
DANC 3202,DANC 3202
DANC 3210,DANC 2210
DANC 3218,DANC 2218
DANC 3227,DANC 2119
DANC 3227,DANC 2210
DANC 3230,DANC 2216
DANC 3231,DANC 2216
DANC 3253,DANC 2226
DANC 3253,DANC 2125
DANC 3253,DANC 2128
DANC 3402,DANC 2402
DANC 4110,DANC 3221
DANC 4110,DANC 3222
DANC 4201,DANC 3202
DANC 4202,DANC 4201
DANC 4227,DANC 1209
DANC 4227,DANC 1217
DANC 4227,DANC 1280
DANC 4227,EDUC 1100
DANC 4227,EDUC 1511
DANC 4227,SPED 2100
DANC 4257,DANC 1209
DANC 4257,DANC 1217
DANC 4257,DANC 1280
DANC 4257,EDUC 1100
DANC 4257,EDUC 1511
DANC 4257,SPED 2100
DANC 4328,DANC 1280
DANC 4328,DANC 2119
DANC 4466,DANC 4227
DANC 4466,DANC 4257
DANC 4800,DANC 4110
DTSC 2301,DTSC 1302
DTSC 2301,STAT 1220
DTSC 2301,STAT 1221
DTSC 2301,STAT 1222
DTSC 2302,DTSC 1301
DTSC 2302,DTSC 1302
DTSC 2302,STAT 1220
DTSC 2302,STAT 1221
DTSC 2302,STAT 1222
DTSC 3601,DTSC 2301
DTSC 3601,DTSC 2302
DTSC 3601,ITSC 2214
DTSC 3602,DTSC 2301
DTSC 3602,DTSC 2302
DTSC 3602,ITSC 2214
DTSC 4301,DTSC 3602
DTSC 4301,STAT 2223
DTSC 4302,DTSC 3602
DTSC 4302,STAT 2223
ESCI 2210,ESCI 1101
ESCI 2210,ESCI 1101L
ESCI 2210,GEOL 1200
ESCI 2210,GEOL 1200L
ESCI 2222,ESCI 1101
ESCI 2222,ESCI 1501
ESCI 3000,ESCI 1101
ESCI 3000,ESCI 1101L
ESCI 3000,GEOL 1200
ESCI 3000,GEOL 1200L
ESCI 3101,ESCI 1101
ESCI 3101,METR 1102
ESCI 3105,ESCI 1101
ESCI 3105,GEOL 1200
ESCI 3150,ESCI 1101
ESCI 3150,GEOL 1200
ESCI 3150,GEOL 1200L
ESCI 3170,ESCI 1101
ESCI 3170,ESCI 1101L
ESCI 3190,ESCI 2222
ESCI 3190,BIOL 1110
ESCI 3205,ESCI 2222
ESCI 3220,ESCI 2222
ESCI 3220,ESCI 3101
ESCI 3310,ESCI 1101
ESCI 3310,ESCI 1101L
ESCI 3310,GEOL 1200
ESCI 3310,GEOL 1200L
ESCI 4000,ESCI 1101
ESCI 4000,ESCI 1101L
ESCI 4000,GEOL 1200
ESCI 4000,GEOL 1200L
ESCI 4005,GEOL 1200
ESCI 4005,GEOL 1200L
ESCI 4122,MATH 3122
ESCI 4122,MATH 4122
ESCI 4122,STAT 1220
ESCI 4122,STAT 1221
ESCI 4122,STAT 1222
ESCI 4122,STAT 2122
ESCI 4122,STAT 3122
ESCI 4140,ESCI 1101
ESCI 4140,ESCI 1101L
ESCI 4140,GEOL 1200
ESCI 4140,GEOL 1200L
ESCI 4146,ESCI 1101
ESCI 4155,ESCI 1101
ESCI 4155,ESCI 1101L
ESCI 4155,GEOL 1200
ESCI 4155,GEOL 1200L
ESCI 4160,GEOL 1200
ESCI 4160,GEOL 1200L
ESCI 4160,ESCI 1101
ESCI 4160,ESCI 1101L
ESCI 4160,GEOL 4145
ESCI 4170,ESCI 1101
ESCI 4170,METR 1102
ESCI 4170,GEOL 1200
ESCI 4190,ESCI 2222
ESCI 4201,ESCI 3101
ESCI 4210,GEOL 1200
ESCI 4210,GEOL 1200L
ESCI 4210,ESCI 1101
ESCI 4210,ESCI 1101L
ESCI 4214,ESCI 1101
ESCI 4214,ESCI 1501
ESCI 4222,ESCI 4140
ESCI 4222,ESCI 4155
ESCI 4222,GEOL 4145
ESCI 4222,BIOL 4149
ESCI 4222,CEGR 3141
ESCI 4233,ESCI 4140
ESCI 4233,ESCI 4155
ESCI 4600,ESCI 1101
ESCI 4600,ESCI 1101L
ESCI 4600,GEOL 1200
ESCI 4600,GEOL 1200L
ECON 3106,ECON 2101
ECON 3106,ECON 2102
ECON 3106,MATH 1120
ECON 3106,MATH 1241
ECON 3106,STAT 1220
ECON 3112,ECON 2101
ECON 3112,ECON 2102
ECON 3112,MATH 1120
ECON 3112,MATH 1241
ECON 3112,STAT 1220
ECON 3112,INFO 2130
ECON 3115,ECON 2101
ECON 3115,ECON 2102
ECON 3115,MATH 1120
ECON 3115,MATH 1241
ECON 3115,STAT 1220
ECON 3122,ECON 2101
ECON 3122,ECON 2102
ECON 3122,MATH 1120
ECON 3122,MATH 1241
ECON 3122,STAT 1220
ECON 3123,ECON 2101
ECON 3123,ECON 2102
ECON 3123,MATH 1120
ECON 3123,MATH 1241
ECON 3123,STAT 1220
ECON 3125,ECON 2102
ECON 3125,MATH 1120
ECON 3125,MATH 1241
ECON 3125,STAT 1220
ECON 3125,INFO 2130
ECON 3131,ECON 2101
ECON 3131,ECON 2102
ECON 3131,STAT 1220
ECON 3141,ECON 2101
ECON 3141,ECON 2102
ECON 3141,MATH 1120
ECON 3141,MATH 1241
ECON 3141,STAT 1220
ECON 3151,ECON 2102
ECON 3161,ECON 2101
ECON 3161,ECON 2102
ECON 3161,MATH 1120
ECON 3161,MATH 1241
ECON 3161,STAT 1220
ECON 3171,ECON 2101
ECON 3171,ECON 2102
ECON 3181,ECON 2101
ECON 3181,ECON 2102
ECON 4100,ECON 2101
ECON 4100,ECON 2102
ECON 4100,MATH 1120
ECON 4100,MATH 1241
ECON 4112,ECON 2101
ECON 4112,ECON 2102
ECON 4112,ECON 3112
ECON 4112,MATH 1120
ECON 4112,MATH 1241
ECON 4112,STAT 1220
ECON 4116,ECON 2101
ECON 4116,ECON 2102
ECON 4116,ECON 3122
ECON 4116,MATH 1120
ECON 4116,MATH 1241
ECON 4116,STAT 1220
ECON 4117,ECON 2101
ECON 4117,ECON 2102
ECON 4117,ECON 3112
ECON 4117,INFO 2130
ECON 4117,MATH 1120
ECON 4117,MATH 1241
ECON 4117,STAT 1220
ECON 4135,ECON 2101
ECON 4135,ECON 2102
ECON 4135,MATH 1120
ECON 4135,MATH 1241
ECON 4135,STAT 1220
ECON 4150,ECON 2101
ECON 4150,ECON 2102
ECON 4150,MATH 1120
ECON 4150,MATH 1241
ECON 4150,STAT 1220
ECON 4171,ECON 2101
ECON 4171,ECON 2102
ECON 4171,ECON 3122
ECON 4171,ECON 3171
ECON 4171,MATH 1120
ECON 4171,MATH 1241
ECON 4171,STAT 1220
ECON 4172,ECON 2101
ECON 4172,ECON 2102
ECON 4172,ECON 3123
ECON 4172,ECON 3171
ECON 4172,MATH 1120
ECON 4172,MATH 1241
ECON 4172,STAT 1220
ECON 4177,ECON 3122
ECON 4177,ECON 3123
ECON 4180,ECON 2102
ECON 4180,ECON 3122
ECON 4180,MATH 1120
ECON 4180,MATH 1241
ECON 4180,STAT 1220
ECON 4181,ECON 2102
ECON 4200,ECON 3112
ECON 4200,ECON 3122
ECON 4200,ECON 3123
EDUC 3790,EDUC 3789
EDUC 4200,EDUC 1100
EDUC 4200,EDUC 1511
EDUC 4200,INTL 1501
EDUC 4200,INTL 2100
EDUC 4200,INTL 2121
EDUC 4200,INTL 2131
EDUC 4200,CTCM 2530
EDUC 4201,EDUC 1100
EDUC 4201,EDUC 1511
EDUC 4201,INTL 1501
EDUC 4201,INTL 2100
EDUC 4201,INTL 2121
EDUC 4201,INTL 2131
EDUC 4201,CTCM 2530
EDUC 4291,MDSK 2100
EDUC 4291,MDSK 3151
EDUC 4291,SECD 4140
ECGR 2104,ECGR 2103
ECGR 2104,ITSC 1212
ECGR 2112,ECGR 2111
ECGR 2112,MATH 2171
ECGR 2112,PHYS 2102
ECGR 2155,MATH 1242
ECGR 2156,ECGR 2155
ECGR 2161,PHYS 2102
ECGR 2181,MATH 1242
ECGR 2252,ECGR 2111
ECGR 2252,ECGR 2155
ECGR 2254,MATH 2164
ECGR 2254,MATH 2171
ECGR 2255,ECGR 2156
ECGR 2255,ECGR 3181
ECGR 3101,ECGR 2104
ECGR 3101,ECGR 2181
ECGR 3111,ECGR 2112
ECGR 3111,ECGR 2254
ECGR 3112,ECGR 3111
ECGR 3121,ECGR 2112
ECGR 3121,MATH 2241
ECGR 3122,ECGR 3121
ECGR 3123,ECGR 2111
ECGR 3123,ECGR 2181
ECGR 3131,ECGR 2112
ECGR 3132,ECGR 3131
ECGR 3133,ECGR 3121
ECGR 3133,PHYS 3141
ECGR 3142,ECGR 3121
ECGR 3155,ECGR 2112
ECGR 3155,ECGR 2156
ECGR 3156,ECGR 3155
ECGR 3180,ECGR 2104
ECGR 3181,ECGR 2181
ECGR 3183,ECGR 2104
ECGR 3183,ECGR 2181
ECGR 3695,ENGR 3500
ECGR 4101,ECGR 3101
ECGR 4102,ECGR 2103
ECGR 4103,ECGR 3111
ECGR 4104,ECGR 4142
ECGR 4105,ECGR 3101
ECGR 4105,ECGR 3111
ECGR 4106,ECGR 3101
ECGR 4106,ECGR 3111
ECGR 4111,ECGR 3112
ECGR 4112,ECGR 3111
ECGR 4115,ECGR 2103
ECGR 4115,MATH 2164
ECGR 4116,ECGR 4105
ECGR 4117,ECGR 3101
ECGR 4117,ECGR 3111
ECGR 4121,ECGR 3122
ECGR 4122,ECGR 3111
ECGR 4123,ECGR 3111
ECGR 4124,ECGR 3111
ECGR 4125,ECGR 3121
ECGR 4125,PHYS 3141
ECGR 4127,ECGR 4105
ECGR 4127,ECGR 5105
ECGR 4131,ECGR 3132
ECGR 4132,ECGR 4131
ECGR 4134,ECGR 3133
ECGR 4136,ECGR 3133
ECGR 4138,ECGR 3132
ECGR 4138,ECGR 3133
ECGR 4141,ECGR 3142
ECGR 4142,ECGR 4141
ECGR 4143,ECGR 3142
ECGR 4144,ECGR 3131
ECGR 4146,ECGR 2181
ECGR 4151,ENGR 1202
ECGR 4171,PHYS 2101
ECGR 4172,ECGR 4171
ECGR 4181,ECGR 3183
ECGR 4182,ECGR 2181
ECGR 4182,ECGR 3131
ECGR 4185,ECGR 3122
ECGR 4186,ECGR 4125
ECGR 4187,ECGR 3123
ECGR 4189,ECGR 3180
ECGR 4190,ECGR 4141
ECGR 4191,ECGR 4142
ECGR 4231,ECGR 3121
ECGR 4231,ECGR 3132
ECGR 4241,ECGR 3111
ECGR 4241,ECGR 3131
ECGR 4241,ECGR 3121
ECGR 4241,ECGR 3157
ECGR 4242,ECGR 4241
ECGR 4251,ECGR 3111
ECGR 4251,ECGR 3131
ECGR 4251,ECGR 3101
ECGR 4251,ECGR 3157
ECGR 4252,ECGR 4251
ECGR 4261,ECGR 3122
ECGR 4265,ECGR 3122
ECGR 4265,PHYS 2102
ECGR 4290,ECGR 3133
ECGR 4311,ECGR 3111
ECGR 4311,ECGR 3131
ECGR 4312,ECGR 3131
ECGR 4312,ECGR 4123
ECGR 4312,ECGR 4124
ECGR 4422,ECGR 3111
ECGR 4422,STAT 3128
ECGR 4433,ECGR 2181
ECGR 4433,ECGR 3131
ELET 2112,ELET 1211
ELET 2113L,ELET 1211
ELET 2221,ELET 2112
ELET 2231,ELET 1231
ELET 2241,ETGR 2106
ELET 2241,ETEL 2101
ELET 2290,ELET 1231
ELET 2290,ETGR 1101
ELET 3113,ELET 2112
ELET 3132,ELET 1231
ELET 3132L,ELET 1231
ELET 3141,ELET 2112
ELET 3190,ELET 2231
ELET 3190,ELET 2290
ELET 3222,ELET 2221
ELET 3222L,ELET 2221
ELET 3232,ELET 1102
ELET 3232,ELET 2231
ELET 3242,ELET 3113
ELET 4123,ELET 3113
ELET 4123,ELET 3222
ELET 4133,ELET 3232
ELET 4142,ELET 3222
ELET 4243,ELET 3141
ETEL 2101,MATH 1103
ETEL 2201,MATH 1121
ETEL 2201,ETEL 2101
ETEL 2271,MATH 1103
ETEL 2271,ETEL 2171
ETEL 2281,ETEL 2181
ETEL 3101,MATH 1121
ETEL 3101,ETEL 2101
ETEL 3131,ETEL 2101
ETEL 3171,ETEL 2271
ETEL 3231,ETEL 3131
ETEL 3231,ELET 2241
ETEL 3261,ETEL 3101
ETEL 3271,ETEL 3171
ETEL 4131,ETEL 3231
ETEL 4161,ETEL 3181
ETEL 4261,ETEL 4161
AEEE 4275,ETME 3143
AEEE 4290,ELET 2241
ENGR 1102,ENGR 1100
ENGR 1201,MATH 1103
ENGR 1202,ENGR 1201
ENGR 1202,MATH 1241
ENGR 1241,MATH 1103
ENGR 3791,ENGR 3790
ETEL 3281,ETEL 2281
ETEL 3281,ETEL 3171
ETEL 3281,ETEL 3191
ETGR 1104,ETGR 1103
ETGR 2101,MATH 1103
ETGR 2102,ETGR 2101
ETGR 2106,MATH 1103
ETGR 2272,MATH 1121
ETGR 2272,MATH 1241
ETGR 3171,ETGR 2272
ETGR 3171,MATH 1242
ETGR 3695,ENGR 3500
ETGR 4100,ETME 3100
ETGR 4200,ETGR 4100
ETGR 4272,ETGR 2272
ETGR 4272,MATH 1242
ETGR 4272,STAT 1220
ETGR 4301,ETGR 2230
ETGR 4301,CHEM 1200
ETGR 4301,MATH 1100
ETGR 4301,MATH 1101
ETGR 4302,ETGR 2230
ETGR 4302,CHEM 1200
ETGR 4302,MATH 1100
ETGR 4302,MATH 1101
ETGR 4302,PHYS 1101
ETGR 4303,ETGR 2230
ETGR 4303,MATH 1100
ETGR 4303,MATH 1101
ETGR 4303,PHYS 1101
ETGR 4305,ETGR 2230
ETGR 4305,STAT 1220
ETME 2141,ETGR 1101
ETME 2141,ETGR 1201
ENGL 2301,WRDS 1103
ENGL 2301,WRDS 1104
ENGL 3201,ENGL 2126
ENGL 3201,ENGL 2127
ENGL 3201,ENGL 2128
ENGL 3201,ENGL 2201
ENGL 3201,ENGL 2202
ENGL 3202,ENGL 2126
ENGL 3202,ENGL 2127
ENGL 3202,ENGL 2128
ENGL 3202,ENGL 2201
ENGL 3202,ENGL 2202
ENGL 4008,ENGL 2116
ENGL 4008,COMM 1101
ENGL 4182,ENGL 2116
ENGL 4183,ENGL 2116
ENGL 4202,ENGL 2126
ENGL 4202,ENGL 2127
ENGL 4202,ENGL 2201
ENGL 4202,ENGL 2202
ENGL 4203,ENGL 2126
ENGL 4203,ENGL 2128
ENGL 4203,ENGL 2201
ENGL 4203,ENGL 2202
ENGL 4206,ENGL 2126
ENGL 4206,ENGL 2127
ENGL 4206,ENGL 2128
ENGL 4206,ENGL 2201
ENGL 4206,ENGL 2202
ENGL 4207,ENGL 2126
ENGL 4207,ENGL 2127
ENGL 4207,ENGL 2128
ENGL 4207,ENGL 3103
ENGL 4207,ENGL 3104
ENGL 4208,ENGL 2126
ENGL 4208,ENGL 2127
ENGL 4208,ENGL 2201
ENGL 4208,ENGL 2202
ENGL 4209,ENGL 2126
ENGL 4209,ENGL 2128
ENGL 4209,ENGL 2201
ENGL 4209,ENGL 2202
ENGL 4290,ENGL 4202
ENGL 4290,ENGL 4203
ENGL 4290,ENGL 4208
ENGL 4290,ENGL 4209
EXER 2169,EXER 2168
EXER 2169,EXER 2168L
EXER 2169L,EXER 2168
EXER 2169L,EXER 2168L
EXER 2298,EXER 2168
EXER 2298,EXER 2168L
EXER 2298,BIOL 2273
EXER 2298,BIOL 2273L
EXER 3280,EXER 2169
EXER 3280,BIOL 2274
EXER 3285,EXER 2298
EXER 3285,EXER 3280
EXER 3285L,EXER 3285
EXER 3286,EXER 3280
EXER 3287,EXER 3280
EXER 3290,EXER 2295
EXER 3290,EXER 2298
EXER 3291,EXER 2295
EXER 3291,EXER 2298
EXER 3293,EXER 3290
EXER 3293,EXER 3295
EXER 3298,EXER 3290
EXER 3298,EXER 3295
EXER 3400,EXER 2295
EXER 3400,EXER 2298
EXER 3401,EXER 3400
EXER 3490,EXER 2290
EXER 3490,EXER 3660
EXER 4121,EXER 3280
EXER 4132,EXER 3260
EXER 4132,EXER 4286
EXER 4240,STAT 1322
EXER 4285,EXER 3285
EXER 4286,EXER 3286
EXER 4286,EXER 3287
EXER 4290,EXER 3298
EXER 4292,EXER 4290
EXER 4293,EXER 2298
EXER 4400,EXER 3401
EXER 4401,EXER 4400
EXER 4440,EXER 2290
EXER 4440,EXER 3660
EXER 4490,EXER 2290
EXER 4490,EXER 3660
FARS 1202,FARS 1201
FARS 1202,FARS 1201L
FARS 1202L,FARS 1201
FARS 1202L,FARS 1201L
FILM 3121,FILM 3120
FILM 3221,FILM 3220
FILM 3800,FILM 1502
FILM 3800,FILM 3120
FILM 4120,FILM 3120
FILM 4120,FILM 3220
FILM 4121,FILM 3120
FILM 4122,FILM 3120
FILM 4221,FILM 1502
FILM 4221,FILM 3120
FILM 4410,FILM 1502
FILM 4410,FILM 3120
FILM 4690,FILM 3120
FINN 3120,MATH 1120
FINN 3120,STAT 1220
FINN 3120,ACCT 2121
FINN 3120,ACCT 2122
FINN 3120,ACCT 3323
FINN 3120,ECON 2101
FINN 3120,ECON 2102
FINN 3120,INFO 2130
FINN 3220,FINN 3120
FINN 3221,FINN 3120
FINN 3222,FINN 3120
FINN 3223,FINN 3120
FINN 3224,FINN 3120
FINN 3225,FINN 3120
FINN 3226,FINN 3120
FINN 3255,FINN 3120
FINN 3261,FINN 3120
FINN 3265,FINN 3255
FINN 3271,INFO 2130
FINN 3272,INFO 2130
FINN 3273,INFO 2130
FINN 3276,INFO 2130
FINN 3278,INFO 2130
FINN 4158,FINN 3120
FINN 4158,FINN 3222
FINN 4159,FINN 4158
FINN 4160,FINN 3120
ETFS 3183,ETFS 3103
ETFS 4126,ETFS 2126
ETFS 4283,ETFS 3103
ETFS 4344,ETFS 3103
ETFS 4344,ETME 3123
FLED 4104,MDSK 3100
FLED 4104,MDSK 3151
FLED 4104,MDSK 4210
FLED 4104,MDLG 3130
FLED 4104,SECD 4140
FLED 4200,MDLG 3130
FLED 4200,SECD 4140
FLED 4200,MDSK 3100
FLED 4200,MDSK 3151
FLED 4200,MDSK 4210
FREN 1202,FREN 1201
FREN 2200,FREN 1202
FREN 2201,FREN 1202
FREN 2202,FREN 2201
FREN 3201,FREN 2202
FREN 3202,FREN 2202
FREN 3203,FREN 2202
FREN 3207,FREN 2201
FREN 3209,FREN 3201
FREN 3209,FREN 3202
FREN 3210,FREN 2202
FREN 3220,FREN 2202
FREN 4003,FREN 3201
FREN 4003,FREN 3202
FREN 4005,FREN 3201
FREN 4005,FREN 3202
FREN 4007,FREN 3201
FREN 4007,FREN 3202
FREN 4050,WRDS 1103
FREN 4050,WRDS 1104
FREN 4120,FREN 3210
FREN 4121,FREN 3210
FREN 4201,FREN 3201
FREN 4201,FREN 3202
FREN 4201,FREN 3203
FREN 4202,FREN 3201
FREN 4202,FREN 3202
FREN 4202,FREN 3203
FREN 4202,FREN 4201
FREN 4410,FREN 3201
FREN 4410,FREN 3202
GEOG 2102,GEOG 1103
GEOG 3100,GEOG 1511
GEOG 3100,GEOG 2200
GEOG 3102,ESCI 1101
GEOG 3102,ESCI 1501
GEOG 3120,GEOG 1103
GEOG 3120,ESCI 2210
GEOG 3190,BIOL 2120
GEOG 3190,ESCI 1101
GEOG 3205,GEOG 1511
GEOG 3205,GEOG 2200
GEOG 4103,GEOG 1103
GEOG 4108,GEOG 1105
GEOG 4131,GEOG 3120
GEOG 4132,GEOG 3120
GEOG 4140,GEOG 3120
GEOG 4150,GEOG 3120
GEOG 4180,GEOG 3120
GEOG 4200,GEOG 1103
GEOG 4200,GEOG 1511
GEOG 4209,GEOG 1511
GEOG 4209,GEOG 2111
GEOG 4210,GEOG 3205
GEOG 4215,ESCI 2222
GEOG 4220,GEOG 1105
GEOG 4220,GEOG 2200
GEOG 4220,GEOG 2165
GEOG 4220,GEOG 3100
GEOG 4220,GEOG 3205
GEOG 4220,GEOG 3215
GEOG 4305,GEOG 1511
GEOG 4305,GEOG 2200
GEOG 4310,GEOG 1105
GEOG 4310,GEOG 2200
GEOG 4310,GEOG 2165
GEOG 4310,GEOG 3100
GEOG 4310,GEOG 3205
GEOG 4315,GEOG 1511
GEOG 4315,GEOG 2200
GEOG 4315,URBS 2200
GEOG 4315,GEOG 3120
GEOG 4600,GEOG 2110
GEOG 4700,GEOG 1103
GEOG 4700,GEOG 1105
GEOL 1210,GEOL 1200
GEOL 1210,GEOL 1200L
GEOL 1210L,GEOL 1200
GEOL 1210L,GEOL 1200L
GEOL 3000,GEOL 1200
GEOL 3000,GEOL 1200L
GEOL 3105,GEOL 1200
GEOL 3115,GEOL 1200
GEOL 3115,GEOL 1200L
GEOL 3124,GEOL 1210
GEOL 3124,GEOL 1210L
GEOL 3124,GEOL 3115
GEOL 3130,GEOL 3115
GEOL 3140,GEOL 1200
GEOL 3140,GEOL 1200L
GEOL 3140,GEOL 1210
GEOL 3140,GEOL 1210L
GEOL 3190,GEOL 1200
GEOL 3190,GEOL 1200L
GEOL 4000,ESCI 1101
GEOL 4000,ESCI 1101L
GEOL 4000,GEOL 1200
GEOL 4000,GEOL 1200L
GEOL 4100,GEOL 3115
GEOL 4105,ESCI 1101
GEOL 4105,GEOL 1200
GEOL 4105,GEOL 1200L
GEOL 4110,GEOL 1210
GEOL 4110,GEOL 1210L
GEOL 4110,GEOL 3124
GEOL 4115,GEOL 1200
GEOL 4130,GEOL 3115
GEOL 4135,GEOL 3130
GEOL 4140,GEOL 1200
GEOL 4140,GEOL 1210
GEOL 4145,GEOL 1200
GEOL 4145,GEOL 1200L
GEOL 4145,ESCI 1101
GEOL 4145,ESCI 1101L
GEOL 4145,CHEM 1251
GEOL 4145,CHEM 1251L
GEOL 4165,CHEM 1251
GEOL 4165,CHEM 1251L
GEOL 4165,CHEM 1252
GEOL 4165,CHEM 1252L
GEOL 4165,GEOL 1200
GEOL 4165,GEOL 1200L
GEOL 4175,GEOL 1200
GEOL 4175,GEOL 1200L
GEOL 4175,CHEM 1251
GEOL 4175,CHEM 1251L
GEOL 4310,ESCI 4210
GRNT 2124,PSYC 1101
GRNT 3600,GRNT 2100
GERM 1202,GERM 1201
GERM 2201,GERM 1202
GERM 2202,GERM 2201
GERM 3051,GERM 2201
GERM 3051,GERM 2202
GERM 3051,GERM 3201
GERM 3051,GERM 3202
GERM 3201,GERM 2202
GERM 3202,GERM 2202
GERM 4051,GERM 2201
GERM 4051,GERM 2202
GERM 4051,GERM 3201
GERM 4051,GERM 3202
GERM 4061,GERM 2201
GERM 4061,GERM 2202
GERM 4061,GERM 3201
GERM 4061,GERM 3202
GERM 4661,GERM 2201
GERM 4661,GERM 2202
GERM 4661,GERM 3201
GERM 4661,GERM 3202
GERM 4671,GERM 2201
GERM 4671,GERM 2202
GERM 4671,GERM 3201
GERM 4671,GERM 3202
HLTH 3791,HLTH 3790
HHUM 4800,HHUM 2100
HSMT 3104,HSMT 2101
HSMT 3104,HSMT 2104
HSMT 3201,HSMT 2101
HSMT 3201,HSMT 2103
HSMT 3201,HSMT 2104
HSMT 3203,HSMT 2101
HSMT 3203,HSMT 2104
HSMT 3204,HSMT 2101
HSMT 3204,HSMT 2103
HSMT 3204,HSMT 2104
HSMT 3301,HSMT 3203
HSMT 4201,HSMT 3201
HSMT 4202,HSMT 3104
HSMT 4202,HSMT 3204
HSMT 4301,HSMT 2104
HSMT 4301,HSMT 3201
HSMT 4600,HSMT 2101
HSMT 4600,HSMT 2103
HSMT 4600,HSMT 2104
HSMT 4600,HSMT 3104
HSMT 4600,HSMT 3201
HSMT 4600,HSMT 3203
HSMT 4600,HSMT 3204
HSMT 4702,HSMT 4701
HIST 4000,HIST 3600
HIST 4001,HIST 3600
HIST 4002,HIST 3600
HIST 4003,HIST 3600
HIST 4600,HIST 3600
HIST 4600,HIST 4000
HIST 4600,HIST 4001
HIST 4600,HIST 4002
HIST 4600,HIST 4003
HIST 4600,HIST 4797
HIST 4799,HIST 4797
HONR 3700,CTCM 2530
HONR 3791,HONR 3790
INTL 4701,INTL 4601
ITLN 1202,ITLN 1201
ITLN 2201,ITLN 1202
ITLN 2202,ITLN 2201
ITLN 3201,ITLN 2202
ITLN 3202,ITLN 3201
JAPN 1202,JAPN 1201
JAPN 2050,JAPN 1202
JAPN 2201,JAPN 1202
JAPN 2202,JAPN 2201
JAPN 2205,JAPN 1202
JAPN 3050,JAPN 2202
JAPN 3060,WRDS 1103
JAPN 3060,WRDS 1104
JAPN 3101,JAPN 2202
JAPN 3105,JAPN 2201
JAPN 3201,JAPN 2202
JAPN 3202,JAPN 3201
JAPN 3203,JAPN 2202
JAPN 4100,JAPN 3202
JAPN 4101,JAPN 3202
JAPN 4205,JAPN 3202
JAPN 4410,JAPN 3201
JAPN 4410,JAPN 3202
JAPN 4900,JAPN 3202
JAPN 4900L,JAPN 2201
JOUR 3050,JOUR 2160
